device_id,age_years,days_since_maint,issues_3m,issues_6m,avg_fix_hours,status,label,risk_score
2271,5.2,116,4,6,28.6,0,0,48.7
2272,1.4,179,2,12,44.1,1,0,36.7
2273,9.8,488,3,14,34.1,0,1,87.5
2274,10.4,528,3,9,0.8,0,0,58.6
2275,9.6,199,7,15,11.8,0,1,70.9
2276,5.0,547,4,9,7.0,2,1,82.1
2277,7.2,282,3,12,41.2,0,0,55.3
2278,8.0,516,0,3,19.8,0,0,41.3
2279,2.0,195,1,11,12.3,1,0,32.1
2280,3.4,54,1,11,19.2,2,0,45.6
2281,1.8,9,3,14,5.8,0,0,25.6
2282,4.4,464,2,4,34.9,1,1,70.0
2283,4.2,427,6,14,32.8,0,0,59.4
2284,7.8,218,6,11,9.4,0,1,70.8
2285,3.3,507,4,10,2.8,0,0,53.4
2286,1.2,68,7,15,14.2,0,0,56.1
2287,2.1,293,2,8,37.0,0,0,48.1
2288,1.3,472,5,9,31.1,0,0,62.1
2289,3.7,495,6,10,8.1,0,1,73.9
2290,0.7,247,7,13,10.9,2,1,75.2
2291,11.2,119,4,15,18.1,0,0,46.9
2292,10.4,535,4,15,19.7,0,1,92.2
2293,1.7,296,4,7,36.5,0,0,46.2
2294,7.6,549,2,12,24.1,0,0,54.9
2295,0.7,793,8,14,27.5,0,1,75.4
2296,1.7,320,6,10,33.6,0,0,45.1
2297,5.1,623,5,6,18.5,0,1,77.8
2298,4.2,351,5,12,36.5,0,0,60.0
2299,5.5,582,0,2,5.4,2,0,60.1
2300,10.5,216,7,13,25.9,1,1,69.1
2301,11.9,568,7,9,11.0,0,1,80.5
2302,0.9,18,6,7,47.6,0,0,48.9
2303,10.8,102,5,8,29.6,0,0,48.1
2304,7.4,771,3,3,23.1,0,0,60.0
2305,9.2,753,0,15,39.3,0,1,76.3
2306,4.3,97,8,11,44.4,0,0,55.1
2307,4.5,372,7,15,33.6,0,0,58.2
2308,7.7,28,4,7,8.7,0,0,44.7
2309,8.9,207,3,6,6.8,0,0,49.4
2310,3.1,144,0,3,35.0,1,0,29.4
2311,9.2,786,4,14,21.0,0,1,97.9
2312,2.3,394,0,5,18.3,0,0,38.5
2313,10.8,118,1,13,8.0,0,0,42.6
2314,5.5,723,2,6,34.4,1,1,87.5
2315,6.6,612,5,12,8.0,2,1,98.4
2316,7.0,466,6,8,29.5,1,1,72.6
2317,3.5,226,0,6,19.8,0,0,29.3
2318,11.2,602,1,13,33.5,2,1,92.1
2319,8.6,122,8,15,19.2,0,1,72.5
2320,9.9,61,8,10,26.1,0,0,50.9
2321,10.9,527,8,9,12.0,0,1,78.7
2322,6.7,272,4,9,26.6,1,0,49.6
2323,6.1,217,2,14,38.0,0,0,38.3
2324,2.2,459,1,7,34.7,0,0,51.4
2325,4.2,175,4,9,1.9,1,0,56.9
2326,9.4,714,0,0,4.5,0,0,62.7
2327,7.8,90,1,12,9.5,2,0,49.9
2328,9.5,558,5,5,37.9,1,1,87.6
2329,8.8,368,5,11,32.4,1,1,78.6
2330,3.8,306,4,6,4.5,1,0,54.8
2331,7.1,495,4,11,25.3,1,1,66.5
2332,10.0,302,8,8,15.4,0,1,70.4
2333,5.9,52,0,0,31.9,2,0,42.1
2334,7.8,97,5,13,13.6,0,0,47.5
2335,1.9,429,2,14,13.3,0,0,42.6
2336,8.1,381,4,6,37.8,0,0,47.1
2337,8.7,647,7,7,19.8,0,1,84.8
2338,7.6,478,5,5,37.2,1,1,90.1
2339,10.3,545,2,4,3.6,0,0,45.0
2340,1.9,408,4,12,6.4,0,0,50.4
2341,0.6,647,4,14,8.9,2,1,86.3
2342,11.2,535,3,9,34.6,0,1,78.5
2343,5.1,255,2,12,3.6,0,0,45.2
2344,3.9,181,8,12,19.9,0,0,49.1
2345,5.3,741,2,7,34.8,1,1,75.5
2346,1.7,264,1,8,42.0,1,0,39.7
2347,11.8,406,2,7,45.4,0,0,59.7
2348,10.5,198,6,9,34.8,0,1,66.2
2349,2.6,203,0,2,22.8,0,0,30.7
2350,10.4,532,8,8,37.2,1,1,92.9
2351,6.9,519,8,10,39.9,0,1,88.5
2352,2.0,631,0,10,2.3,0,0,32.7
2353,10.3,251,3,6,10.4,1,0,55.9
2354,10.0,270,5,6,19.2,0,0,47.6
2355,1.7,103,7,15,22.7,2,0,62.8
2356,1.1,210,3,12,4.8,0,0,34.4
2357,2.0,666,5,8,2.4,0,0,46.8
2358,1.4,92,8,15,36.5,0,0,50.4
2359,5.8,519,6,14,34.7,0,0,61.7
2360,11.0,220,0,0,28.3,0,0,36.1
2361,6.8,618,8,8,12.1,0,1,78.1
2362,8.6,277,4,13,6.2,1,0,64.8
2363,0.5,642,3,9,18.0,1,0,53.7
2364,1.2,325,1,13,6.4,0,0,44.1
2365,3.8,559,4,7,11.5,0,0,52.1
2366,0.8,149,6,9,8.6,1,0,61.0
2367,7.5,524,2,3,11.9,0,0,47.7
2368,1.4,268,0,9,6.7,0,0,39.8
2369,1.0,382,0,10,11.8,2,0,56.3
2370,11.6,768,0,3,6.0,0,1,74.2
2371,0.7,50,3,3,25.2,0,0,17.7
2372,10.7,97,0,12,7.8,0,0,34.4
2373,9.1,109,2,14,10.9,2,1,66.5
2374,9.9,528,8,10,21.2,0,1,88.2
2375,6.1,788,8,10,30.0,2,1,126.5
2376,3.8,48,1,4,14.9,0,0,28.8
2377,11.8,205,5,9,11.8,2,1,97.6
2378,9.0,548,2,8,2.7,0,0,56.2
2379,8.8,61,1,11,18.1,0,0,23.8
2380,10.0,526,5,14,28.1,0,1,74.6
2381,7.1,23,7,11,28.2,0,0,60.7
2382,8.6,645,6,15,27.7,0,1,96.4
2383,3.9,572,7,8,42.7,0,1,75.0
2384,4.7,400,3,5,16.2,0,0,32.3
2385,6.3,324,3,5,42.8,0,0,61.5
2386,9.8,235,4,6,37.4,0,0,58.7
2387,11.5,63,6,15,33.7,2,1,90.1
2388,5.1,127,7,13,46.7,0,0,58.1
2389,9.1,323,8,11,25.2,0,1,79.5
2390,7.4,377,3,11,7.1,2,1,87.8
2391,10.1,298,0,11,46.1,2,1,68.9
2392,2.1,718,6,11,1.9,1,1,88.0
2393,5.2,788,5,13,32.6,0,1,77.3
2394,9.5,398,6,11,19.8,0,1,81.7
2395,0.7,500,6,7,32.4,0,0,47.3
2396,2.7,548,5,14,16.5,2,1,78.7
2397,10.2,280,6,14,7.6,0,1,76.1
2398,10.3,285,0,0,40.0,0,0,50.4
2399,0.5,690,8,14,29.0,2,1,101.0
2400,12.0,126,6,14,10.1,0,0,55.1
2401,7.5,33,0,2,18.3,0,0,26.8
2402,1.4,651,1,14,35.5,0,0,56.7
2403,2.5,651,8,11,41.9,2,1,110.2
2404,7.7,58,5,8,30.8,0,0,59.3
2405,5.6,620,4,10,8.2,1,1,74.3
2406,2.1,419,6,8,28.8,0,0,58.6
2407,1.6,510,7,13,44.3,2,1,98.5
2408,11.2,75,4,4,19.4,0,0,47.0
2409,1.3,206,3,6,22.1,0,0,21.3
2410,11.2,373,2,5,16.9,2,1,68.7
2411,6.8,88,7,7,10.2,2,1,85.3
2412,8.3,87,2,2,18.5,0,0,30.3
2413,10.0,692,5,7,22.7,0,1,95.4
2414,4.8,201,3,10,4.0,0,0,33.4
2415,3.5,57,2,15,28.0,0,0,47.4
2416,3.9,51,1,7,13.6,2,0,40.2
2417,2.9,263,1,7,22.8,0,0,22.8
2418,5.8,518,8,10,44.0,0,1,90.3
2419,7.8,510,8,10,5.4,0,1,76.8
2420,11.7,182,8,13,35.4,0,1,83.5
2421,7.5,246,6,9,42.0,0,1,74.0
2422,10.3,188,8,13,19.9,0,1,73.2
2423,5.7,763,0,15,37.8,0,1,78.7
2424,5.4,704,1,8,23.2,0,1,72.5
2425,6.2,421,8,10,41.4,0,1,83.7
2426,4.8,154,1,11,40.4,0,0,43.3
2427,4.3,170,1,7,32.7,0,0,19.1
2428,4.4,465,1,11,13.1,0,0,55.6
2429,6.5,795,2,3,47.1,0,1,73.2
2430,11.6,780,0,8,11.7,0,1,73.8
2431,9.5,23,2,4,42.9,0,0,33.7
2432,0.9,626,3,13,40.5,0,1,69.8
2433,8.7,263,8,12,31.3,0,1,76.0
2434,10.2,631,8,9,31.2,0,1,89.7
2435,6.8,475,0,14,4.9,2,1,69.4
2436,6.8,465,6,13,9.8,1,1,84.5
2437,0.8,637,7,11,18.6,0,1,72.6
2438,8.8,686,7,14,29.5,0,1,94.1
2439,10.4,595,6,14,24.1,1,1,107.5
2440,2.0,535,3,10,47.7,0,0,63.6
2441,4.2,543,0,12,31.1,0,0,62.5
2442,4.7,719,4,4,32.0,2,1,100.4
2443,5.0,752,5,15,22.2,0,1,87.2
2444,2.4,561,2,14,36.0,2,1,78.1
2445,2.6,543,6,13,28.7,0,0,64.7
2446,9.9,308,2,12,12.2,2,1,86.1
2447,9.0,282,6,9,41.6,0,1,81.2
2448,11.1,112,5,11,8.3,0,0,60.9
2449,4.3,552,5,12,9.0,2,1,86.7
2450,11.6,182,6,15,11.0,0,0,62.8
2451,7.5,709,5,6,11.1,2,1,98.8
2452,6.9,407,5,10,1.7,0,0,60.1
2453,11.5,579,5,5,29.5,1,1,96.0
2454,3.8,274,3,3,9.7,0,0,23.8
2455,8.3,531,1,15,40.0,2,1,97.1
2456,2.4,210,8,13,28.1,0,0,44.1
2457,10.1,222,6,10,4.7,0,0,48.5
2458,10.0,214,1,4,35.1,0,0,56.3
2459,9.9,494,8,9,11.8,0,1,90.4
2460,1.0,642,4,6,33.6,0,0,47.1
2461,11.4,96,0,11,8.9,0,0,41.3
2462,12.0,719,8,15,27.2,0,1,114.4
2463,9.2,13,4,9,6.7,1,0,52.2
2464,10.3,363,6,8,42.8,2,1,100.0
2465,11.0,445,6,6,45.9,2,1,104.9
2466,5.3,779,7,15,21.5,0,1,79.9
2467,6.2,352,8,13,47.2,2,1,94.8
2468,7.8,757,6,11,38.3,0,1,96.5
2469,7.6,189,8,10,15.0,0,0,50.2
2470,1.5,716,6,11,1.7,2,1,78.3
2471,1.0,166,4,9,30.9,0,0,48.8
2472,1.3,249,2,12,42.2,2,1,76.3
2473,9.7,331,1,4,0.8,0,0,29.1
2474,2.8,655,6,14,35.6,0,1,71.0
2475,3.8,539,8,14,18.8,0,1,82.8
2476,2.2,713,3,9,21.8,0,0,60.6
2477,11.4,665,6,8,36.0,0,1,99.6
2478,11.8,727,2,7,14.2,2,1,87.9
2479,3.0,184,8,9,35.5,0,0,42.2
2480,2.8,153,0,9,30.1,0,0,35.4
2481,10.7,539,3,9,13.0,0,1,75.5
2482,5.8,31,8,10,36.9,0,0,60.7
2483,8.1,188,2,7,23.3,0,0,50.7
2484,4.7,649,4,11,6.9,0,1,68.4
2485,0.9,152,1,9,39.3,2,0,61.5
2486,4.9,680,8,11,35.2,0,1,87.3
2487,2.6,457,1,11,22.8,0,0,52.2
2488,2.8,741,3,12,31.6,2,1,108.7
2489,11.2,340,2,4,7.9,2,1,88.3
2490,3.0,428,2,3,35.3,1,0,58.2
2491,7.2,662,4,7,26.8,0,1,83.8
2492,4.2,379,3,15,27.9,2,1,73.0
2493,6.9,322,4,10,6.3,1,0,62.1
2494,9.1,511,3,5,38.9,0,1,78.8
2495,7.1,274,4,13,39.0,1,1,74.0
2496,8.8,191,7,14,0.6,0,0,60.5
2497,2.4,346,3,13,43.3,0,0,53.6
2498,6.2,122,3,10,34.1,1,0,43.5
2499,11.4,538,3,5,7.6,1,1,82.8
2500,1.6,380,6,6,26.5,0,0,63.0
2501,3.6,574,7,14,25.1,0,1,78.0
2502,4.5,222,5,15,24.9,0,0,59.2
2503,5.0,69,0,6,1.3,2,0,36.8
2504,5.0,90,5,6,22.4,0,0,51.1
2505,11.5,752,1,1,37.5,0,0,62.1
2506,11.2,607,5,15,1.6,0,1,82.4
2507,8.0,759,8,11,3.2,1,1,111.9
2508,7.1,488,1,4,33.1,0,0,55.5
2509,1.8,414,0,4,35.3,0,0,25.1
2510,10.5,724,7,13,22.7,0,1,82.3
2511,7.5,770,1,2,5.9,0,0,48.6
2512,2.6,130,0,14,7.0,0,0,34.4
2513,6.6,455,3,6,44.5,1,0,61.3
2514,3.9,204,6,12,16.5,0,0,56.1
2515,5.7,688,4,12,5.4,1,1,74.3
2516,1.7,298,0,12,30.2,0,0,31.5
2517,0.6,687,5,7,7.6,0,0,47.9
2518,10.2,612,3,14,40.7,2,1,102.6
2519,4.9,74,0,6,34.5,0,0,21.8
2520,9.5,604,7,7,37.4,0,1,83.3
2521,2.1,202,6,11,26.6,0,0,45.2
2522,9.3,140,3,3,12.8,0,0,47.4
2523,2.3,151,7,7,20.6,0,0,34.1
2524,3.2,513,4,4,8.4,0,0,48.0
2525,8.8,94,6,12,41.4,0,0,52.4
2526,2.0,295,8,9,16.8,0,1,66.0
2527,10.0,707,0,7,33.8,2,1,80.1
2528,1.2,24,5,11,45.9,0,0,46.8
2529,5.7,440,4,13,3.6,0,0,64.4
2530,12.0,387,4,10,40.6,2,1,91.0
2531,10.2,147,4,11,21.1,0,0,56.6
2532,9.3,533,1,1,10.3,1,1,68.4
2533,5.2,242,1,8,19.4,1,0,35.1
2534,2.4,535,0,0,25.1,1,0,51.7
2535,5.6,158,0,3,46.8,1,0,40.4
2536,2.7,50,6,13,5.3,0,0,46.3
2537,4.3,55,4,9,46.6,2,1,66.4
2538,2.8,417,2,3,33.9,0,0,44.2
2539,2.6,551,8,13,21.7,1,1,87.0
2540,6.2,216,1,9,0.8,0,0,40.5
2541,10.5,212,6,8,39.6,2,1,88.7
2542,3.4,454,6,12,39.6,0,1,70.0
2543,6.5,148,7,7,2.0,2,1,70.9
2544,5.4,325,5,15,28.5,1,1,81.6
2545,1.1,609,7,14,6.4,0,0,54.5
2546,8.0,606,3,11,37.0,0,1,83.3
2547,7.0,723,4,13,0.6,0,1,90.2
2548,1.3,183,0,8,29.5,0,0,34.9
2549,3.9,619,7,13,37.7,0,1,80.1
2550,3.1,73,3,10,28.5,0,0,44.0
2551,4.9,576,4,5,20.0,0,0,47.6
2552,3.0,300,0,15,23.3,0,0,32.7
2553,2.5,337,6,8,10.5,0,0,50.4
2554,7.3,303,1,10,21.7,0,0,53.4
2555,11.0,176,6,8,1.7,0,0,57.6
2556,9.9,560,2,3,4.7,0,0,47.5
2557,8.2,35,4,5,40.9,2,1,69.7
2558,11.7,92,3,8,33.0,1,0,63.7
2559,7.3,605,7,9,43.1,0,1,81.8
2560,0.8,557,8,12,44.6,0,1,83.8
2561,10.3,566,6,10,14.9,0,1,87.6
2562,5.7,371,8,11,27.6,0,1,70.7
2563,5.5,18,8,10,3.4,0,0,47.8
2564,5.3,334,7,8,39.9,0,0,54.9
2565,7.0,313,6,7,36.8,0,1,75.0
2566,6.4,518,4,6,29.0,0,1,74.6
2567,2.2,750,6,15,45.3,0,1,94.4
2568,8.1,58,4,4,28.5,0,0,29.3
2569,10.9,97,6,7,17.3,0,1,67.1
2570,7.9,188,7,11,32.5,1,1,75.3
2571,3.1,747,6,11,5.6,2,1,101.1
2572,10.4,681,6,8,14.4,0,1,86.9
2573,5.3,662,4,13,18.4,0,1,79.0
2574,11.3,446,0,8,22.0,0,0,44.2
2575,0.6,581,5,6,18.8,0,1,68.0
2576,7.2,255,6,10,26.3,0,0,60.5
2577,7.1,234,4,12,19.5,0,0,45.6
2578,1.0,453,2,6,19.3,0,0,55.1
2579,6.6,623,1,7,1.5,1,0,52.3
2580,1.3,122,3,8,31.9,2,0,61.3
2581,2.4,216,6,7,11.6,0,0,40.1
2582,0.5,198,3,3,44.1,0,0,32.1
2583,5.1,724,0,5,17.6,2,1,87.4
2584,6.2,275,1,10,5.1,0,0,26.1
2585,2.7,303,4,4,37.9,0,0,54.5
2586,5.9,765,7,8,37.2,0,1,79.3
2587,6.7,778,8,8,26.5,2,1,121.5
2588,10.5,479,8,10,5.1,0,1,73.1
2589,6.4,114,3,8,30.1,2,1,70.3
2590,11.4,566,6,15,32.0,0,1,103.0
2591,8.5,602,6,15,26.6,0,1,85.6
2592,7.0,712,1,6,16.7,0,0,56.3
2593,8.1,120,1,10,6.9,0,0,27.0
2594,10.2,496,5,8,33.6,0,1,80.8
2595,4.5,79,7,8,20.6,1,0,47.9
2596,7.4,777,8,14,10.3,0,1,91.0
2597,8.7,135,1,9,28.0,0,0,44.7
2598,4.9,14,0,0,28.7,0,0,10.3
2599,2.1,550,4,6,2.7,2,1,90.2
2600,8.3,287,8,14,21.0,0,1,68.0
2601,5.5,172,0,9,15.5,2,0,56.4
2602,5.6,557,0,14,37.7,0,0,55.2
2603,3.0,525,0,13,6.7,2,1,67.7
2604,9.7,397,2,15,30.6,1,1,71.5
2605,3.8,118,6,11,29.2,0,0,61.1
2606,0.6,698,6,8,41.1,0,0,59.9
2607,2.6,787,7,13,46.3,0,1,92.5
2608,4.1,144,5,14,3.7,0,0,32.5
2609,3.7,109,1,6,43.8,2,1,65.1
2610,3.4,536,6,6,0.8,2,1,83.9
2611,1.7,609,8,14,23.4,0,1,78.3
2612,2.8,88,2,11,28.8,2,0,56.1
2613,9.5,20,4,11,6.9,1,0,63.2
2614,10.3,660,6,7,7.5,0,1,70.0
2615,2.8,264,3,14,36.6,0,0,41.0
2616,4.5,609,6,14,2.8,0,1,86.2
2617,7.8,384,4,12,8.8,0,1,65.7
2618,8.5,245,8,13,42.2,0,1,82.3
2619,11.4,55,0,13,12.6,0,0,34.6
2620,5.9,764,2,15,9.8,2,1,86.3
2621,11.4,164,7,11,37.1,0,1,77.5
2622,11.7,705,1,8,21.3,1,1,91.8
2623,3.3,307,2,9,8.6,0,0,48.6
2624,6.7,708,2,15,4.0,0,1,77.0
2625,8.0,69,1,10,37.7,2,1,74.8
2626,3.4,738,3,3,18.9,2,1,98.8
2627,4.2,565,8,10,13.2,2,1,93.2
2628,3.1,319,0,1,41.2,2,1,65.0
2629,9.0,534,1,12,41.9,0,1,68.2
2630,6.4,75,6,11,47.5,0,0,47.7
2631,8.2,375,4,8,20.8,1,0,60.6
2632,6.7,377,1,8,29.1,0,0,55.2
2633,6.9,22,5,8,31.1,0,0,45.2
2634,11.5,531,4,12,35.4,1,1,92.7
2635,5.4,607,8,10,42.5,1,1,96.6
2636,4.0,329,7,9,40.3,0,1,72.7
2637,8.3,266,6,9,2.2,0,0,64.2
2638,7.4,772,6,10,8.8,0,1,74.3
2639,6.9,238,7,9,25.3,0,1,69.5
2640,2.2,122,8,15,1.9,2,0,64.6
2641,10.6,222,2,10,41.7,2,1,88.0
2642,6.9,224,2,4,6.3,1,0,31.7
2643,3.1,9,0,2,33.4,0,0,13.3
2644,1.8,37,8,15,34.5,0,0,52.8
2645,9.9,200,5,11,38.4,0,1,76.0
2646,3.2,573,4,9,31.4,0,0,49.9
2647,6.4,55,7,11,20.5,1,1,72.3
2648,7.9,206,5,9,19.9,2,1,73.6
2649,8.3,107,0,0,9.9,1,0,19.4
2650,10.1,420,2,2,18.1,1,1,76.1
2651,11.5,609,6,13,40.1,0,1,104.6
2652,1.0,450,6,12,13.3,0,1,69.3
2653,5.0,386,4,5,34.2,1,1,74.9
2654,11.3,295,0,14,26.2,0,0,60.0
2655,11.1,612,4,13,22.8,0,1,67.8
2656,9.4,785,3,9,20.4,0,1,81.7
2657,4.8,750,6,8,18.9,0,0,62.3
2658,3.2,450,8,9,22.9,2,1,96.3
2659,6.1,636,1,6,2.0,1,0,61.3
2660,4.7,86,7,13,1.6,0,0,36.8
2661,11.3,142,6,11,22.1,2,1,88.8
2662,6.9,198,6,6,14.9,0,0,61.3
2663,9.3,592,5,7,45.2,1,1,85.1
2664,6.4,127,7,14,22.2,1,1,73.7
2665,2.1,310,6,15,9.3,0,0,55.8
2666,9.7,667,8,10,13.8,0,1,92.3
2667,11.3,453,4,6,8.2,0,0,64.2
2668,6.4,83,7,7,39.0,2,1,90.2
2669,3.5,755,5,9,44.0,0,1,79.2
2670,8.3,388,7,7,15.7,1,1,65.9
2671,10.2,151,2,15,41.8,0,0,42.3
2672,7.1,758,0,2,30.5,0,1,66.3
2673,4.4,288,0,14,8.7,1,0,42.3
2674,10.4,188,8,10,44.2,0,1,84.7
2675,10.7,293,0,1,4.7,0,0,51.3
2676,9.9,194,2,13,12.9,0,0,38.8
2677,11.9,81,6,14,44.4,1,1,74.9
2678,6.0,67,5,13,31.0,1,0,46.3
2679,1.8,387,0,5,40.6,2,0,49.3
2680,9.9,95,5,7,20.8,1,0,47.0
2681,4.7,458,0,4,10.0,0,0,25.4
2682,5.4,328,0,0,46.0,0,0,42.4
2683,11.9,95,8,12,27.2,0,0,63.8
2684,9.8,151,8,15,20.1,0,0,61.6
2685,10.4,359,2,11,12.7,2,1,91.3
2686,5.3,757,1,10,38.2,0,0,58.3
2687,6.0,325,8,9,10.6,1,1,81.6
2688,0.9,347,0,4,17.2,0,0,29.9
2689,3.1,194,1,8,42.9,0,0,46.9
2690,9.6,375,7,11,25.4,2,1,92.3
2691,10.5,162,6,14,3.4,2,1,101.2
2692,5.5,770,6,13,9.7,0,1,97.1
2693,12.0,313,8,11,26.5,2,1,99.5
2694,3.1,652,4,10,44.0,0,0,64.5
2695,1.1,461,4,15,2.9,0,0,56.4
2696,4.6,379,6,8,10.3,0,1,65.9
2697,7.3,560,5,10,5.6,0,1,74.7
2698,8.9,689,1,15,11.6,2,1,112.5
2699,5.8,526,6,7,29.0,0,0,58.0
2700,9.8,728,7,13,3.1,1,1,90.7
2701,0.8,741,5,8,15.5,2,1,82.8
2702,11.3,705,2,2,42.9,0,0,64.9
2703,10.9,586,5,5,1.0,2,1,104.1
2704,8.5,58,1,6,5.8,0,0,36.6
2705,2.6,362,4,11,30.6,0,0,38.4
2706,3.7,511,1,13,21.5,0,0,42.1
2707,7.3,57,5,14,32.5,0,1,65.4
2708,8.2,74,0,0,47.2,0,0,34.9
2709,3.0,318,0,6,33.3,0,0,19.7
2710,4.5,39,3,9,2.7,0,0,43.7
2711,3.8,80,8,12,30.3,2,1,92.3
2712,11.9,351,2,10,17.6,1,0,63.2
2713,4.8,587,5,7,2.7,0,0,47.5
2714,5.2,505,0,0,19.4,0,0,52.0
2715,10.0,67,1,9,18.9,0,0,32.0
2716,9.5,254,7,15,13.2,0,1,76.8
2717,11.5,685,3,12,40.8,0,1,92.4
2718,11.8,237,0,0,19.1,0,0,47.0
2719,10.2,349,5,5,10.9,0,1,69.9
2720,1.3,224,6,11,12.6,2,0,60.8
2721,1.7,557,4,6,28.2,0,0,59.7
2722,7.1,160,3,15,11.0,0,0,36.3
2723,0.7,39,0,13,40.3,0,0,16.7
2724,7.8,560,8,14,24.7,0,1,76.1
2725,10.9,97,6,12,21.6,1,1,74.5
2726,0.6,701,5,12,16.4,2,1,93.4
2727,9.6,563,7,12,41.2,2,1,101.2
2728,7.3,614,6,10,8.5,0,1,88.6
2729,3.3,694,2,14,0.9,0,0,60.2
2730,4.6,198,1,5,22.4,0,0,17.3
2731,7.4,8,7,8,4.8,0,0,35.0
2732,8.7,570,0,5,9.5,1,0,52.8
2733,7.9,629,2,3,17.2,2,1,93.3
2734,6.5,507,0,11,27.4,0,0,63.0
2735,6.3,223,8,13,16.3,0,1,70.9
2736,10.6,589,7,14,8.5,0,1,83.8
2737,6.4,732,0,10,44.1,0,1,76.2
2738,8.5,228,1,9,47.0,0,0,39.4
2739,10.9,498,2,14,24.7,0,1,83.1
2740,10.5,680,1,9,7.1,1,1,77.7
2741,0.5,188,8,11,29.7,0,0,55.1
2742,10.1,241,2,12,45.4,0,0,47.0
2743,3.7,292,3,14,6.8,1,0,57.1
2744,1.8,438,5,14,29.1,0,0,45.6
2745,2.0,649,0,4,2.2,0,0,27.4
2746,11.3,719,2,5,41.0,0,1,75.9
2747,4.6,137,1,4,18.2,0,0,38.6
2748,9.2,522,1,7,16.4,0,0,50.4
2749,2.8,705,0,11,34.5,0,1,71.8
2750,5.6,477,5,11,43.4,0,1,70.8
2751,2.0,79,0,5,47.6,0,0,27.9
2752,9.8,767,1,8,14.7,2,1,83.1
2753,11.4,603,8,11,6.2,1,1,92.1
2754,10.2,766,8,12,3.7,0,1,85.3
2755,7.0,214,1,7,23.6,0,0,35.4
2756,6.9,384,6,12,22.4,1,1,89.2
2757,4.9,724,6,8,4.5,0,1,69.7
2758,4.7,317,4,8,14.8,0,0,62.2
2759,5.0,208,4,13,37.1,1,0,64.8
2760,4.5,316,6,8,22.0,0,0,45.3
2761,2.0,127,1,5,46.5,0,0,36.2
2762,8.2,763,5,15,26.9,0,1,95.1
2763,1.7,534,8,8,25.9,0,1,81.9
2764,11.4,639,1,12,30.1,0,1,80.0
2765,8.8,735,1,11,29.0,0,1,67.1
2766,2.8,353,3,5,34.7,2,0,62.6
2767,5.8,198,5,15,3.2,0,0,43.9
2768,3.5,214,0,7,4.2,1,0,31.5
2769,8.2,518,6,6,18.3,1,1,76.1
2770,5.9,752,6,15,32.6,0,1,97.8
2771,5.1,736,4,15,37.2,2,1,110.5
2772,11.4,376,3,9,18.1,0,1,73.9
2773,5.0,752,8,14,46.2,0,1,86.1
2774,3.7,87,2,7,14.1,0,0,33.5
2775,0.6,347,4,12,4.7,0,0,51.3
2776,7.4,337,5,14,18.6,0,0,62.8
2777,1.8,252,0,14,41.8,0,0,30.7
2778,9.4,609,1,5,9.1,0,1,68.5
2779,1.1,690,4,14,26.4,0,1,76.8
2780,2.3,432,1,5,37.4,2,0,58.1
2781,9.8,470,6,9,31.7,0,0,64.6
2782,10.9,25,0,3,24.0,0,0,26.5
2783,2.4,130,1,6,35.2,0,0,39.8
2784,6.9,332,2,5,17.7,2,0,63.3
2785,10.8,450,8,15,12.8,1,1,100.2
2786,8.3,56,1,8,9.7,2,1,68.4
2787,11.2,699,0,13,38.3,2,1,112.6
2788,3.1,462,7,14,6.8,0,1,71.1
2789,5.2,206,7,7,5.8,2,1,79.2
2790,1.0,788,5,7,39.1,2,1,83.1
2791,11.2,383,5,15,25.2,2,1,87.7
2792,11.1,502,2,13,6.6,0,0,62.2
2793,8.1,206,1,7,1.8,0,0,50.9
2794,8.5,133,3,15,19.4,1,1,67.4
2795,6.2,175,0,6,6.3,0,0,23.8
2796,8.7,537,6,8,43.6,0,1,83.3
2797,7.1,653,7,10,16.8,1,1,105.2
2798,4.6,682,3,6,7.5,0,1,65.6
2799,9.9,239,3,11,29.2,0,0,51.2
2800,10.3,714,3,15,17.3,0,1,81.5
2801,1.5,365,0,15,19.4,2,1,66.7
2802,5.8,530,2,8,29.3,1,0,56.6
2803,6.3,169,3,9,2.3,0,0,28.3
2804,5.1,369,8,11,42.9,0,1,74.0
2805,11.6,730,1,14,23.9,1,1,95.4
2806,11.1,787,4,12,41.3,1,1,103.2
2807,4.2,778,4,6,7.4,2,1,105.7
2808,11.8,163,2,4,44.2,0,0,54.6
2809,9.2,306,4,6,16.9,2,1,90.8
2810,7.0,741,2,4,35.4,0,0,54.8
2811,2.6,639,5,8,18.2,0,0,60.5
2812,10.1,657,7,10,3.7,0,1,85.7
2813,3.6,707,7,11,5.5,0,1,75.2
2814,4.1,579,4,5,31.5,0,0,45.9
2815,8.1,232,6,8,19.6,0,1,66.3
2816,8.1,241,7,12,18.8,0,0,58.3
2817,6.0,377,5,9,27.5,1,1,83.5
2818,8.1,384,1,7,46.9,0,0,42.1
2819,9.3,696,5,10,20.8,0,1,95.6
2820,1.6,745,6,15,47.3,0,1,81.4
2821,6.2,196,0,15,38.7,1,0,40.5
2822,2.4,169,0,2,30.1,0,0,9.2
2823,8.9,98,2,6,4.0,0,0,27.8
2824,8.7,642,6,13,25.8,0,1,82.8
2825,7.0,542,7,10,4.0,0,1,84.7
2826,3.2,623,2,4,21.3,0,0,59.7
2827,5.8,354,8,15,31.3,0,1,66.7
2828,7.8,219,4,7,6.0,0,0,54.8
